MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
60,RL,9636,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,None,3,3,PConc,4,3,No,Unf,0,Unf,0,808,808,GasA,4,Y,SBrkr,808,785,0,1593,0,0,2,1,3,1,3,7,Typ,1,3,BuiltIn,RFn,2,389,3,3,Y,342,40,0,0,0,0,0,12,2009,WD,Normal,178000
70,RM,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,2,1900,1950,Gable,CompShg,AsbShng,Stucco,None,3,3,BrkTil,3,2,No,Unf,0,Unf,0,1095,1095,GasW,2,N,SBrkr,1095,679,0,1774,1,0,2,0,4,2,3,8,Min2,0,0,2Types,Unf,3,779,2,2,N,0,0,90,0,0,0,0,5,2006,WD,Normal,87000
30,RM,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1885,1995,Mansard,CompShg,VinylSd,VinylSd,None,3,3,BrkTil,2,3,No,Unf,0,Unf,0,641,641,GasA,4,Y,SBrkr,1047,0,0,1047,0,0,1,0,2,1,3,6,Typ,0,0,Detchd,Unf,1,273,2,2,N,0,0,0,0,0,0,450,8,2007,WD,Normal,100000
50,RL,8400,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,3,3,PConc,3,3,No,Rec,423,Unf,0,758,1181,GasA,2,Y,SBrkr,1390,304,0,1694,0,0,2,0,4,1,3,7,Typ,1,4,Detchd,Unf,2,576,3,3,Y,342,0,128,0,0,0,0,6,2008,WD,Normal,136500
60,FV,7050,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,No,GLQ,738,Unf,0,319,1057,GasA,5,Y,SBrkr,1057,872,0,1929,1,0,2,1,3,1,4,7,Typ,1,3,Attchd,Fin,2,650,3,3,Y,0,235,0,0,0,0,0,5,2007,WD,Normal,226000
60,RL,10380,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1986,1987,Gable,CompShg,Plywood,Plywood,BrkFace,4,3,CBlock,3,3,Gd,LwQ,28,ALQ,1474,0,1502,GasA,5,Y,SBrkr,1553,1177,0,2730,1,0,2,1,4,1,4,8,Typ,1,3,Attchd,Fin,2,576,3,3,Y,201,96,0,0,0,0,0,8,2007,WD,Normal,301000
50,RL,9600,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,7,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,4,4,BrkTil,3,2,No,Rec,428,Unf,0,300,728,GasA,5,Y,SBrkr,976,332,0,1308,1,0,1,1,2,1,3,7,Min2,2,3,Detchd,Unf,1,256,3,3,Y,0,70,0,0,0,0,0,6,2009,WD,Normal,160000
120,RM,4438,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,4,3,Av,GLQ,662,Unf,0,186,848,GasA,5,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,4,3,Typ,1,4,Attchd,RFn,2,420,3,3,Y,149,0,0,0,0,0,0,1,2008,WD,Normal,149000
20,RL,9236,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,3,4,PConc,4,3,Gd,GLQ,1200,Unf,0,279,1479,GasA,5,Y,SBrkr,1494,0,0,1494,1,0,2,0,3,1,4,6,Typ,0,0,Attchd,RFn,2,576,3,3,Y,168,27,0,0,0,0,0,7,2006,WD,Normal,217000
20,RL,14303,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1994,Hip,CompShg,HdBoard,HdBoard,BrkFace,4,3,PConc,4,3,Gd,GLQ,1314,Unf,0,672,1986,GasA,5,Y,SBrkr,1987,0,0,1987,1,0,2,0,2,1,4,7,Typ,1,3,Attchd,Fin,2,691,3,3,Y,262,36,0,0,0,0,0,8,2008,WD,Normal,301500
20,RL,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,3,3,CBlock,3,3,No,LwQ,812,Unf,0,124,936,GasA,3,Y,SBrkr,1128,0,0,1128,0,0,1,0,2,1,3,5,Min1,0,0,Attchd,Unf,1,286,3,3,Y,0,0,0,0,0,0,0,6,2006,WD,Family,118000
60,RL,8773,Pave,IR1,HLS,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,3,3,PConc,4,3,Av,Unf,0,Unf,0,916,916,GasA,4,Y,SBrkr,916,684,0,1600,0,0,2,1,3,1,3,7,Typ,1,3,Attchd,Fin,2,460,3,3,Y,100,38,0,0,0,0,0,8,2007,WD,Normal,169000
20,RL,11846,Pave,IR1,HLS,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,5,3,Gd,GLQ,1567,Unf,0,225,1792,GasA,5,Y,SBrkr,1792,0,0,1792,1,0,2,0,2,1,5,6,Typ,1,4,Attchd,Fin,3,874,3,3,Y,206,49,0,0,0,0,0,8,2006,WD,Normal,374000
30,RM,6911,Pave,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,3,3,PConc,3,3,Mn,LwQ,405,Unf,0,740,1145,GasA,3,Y,SBrkr,1301,0,0,1301,0,0,1,0,2,1,2,5,Min1,0,0,Detchd,Unf,2,440,3,3,Y,0,0,0,0,0,0,0,10,2009,WD,Normal,100000
60,RL,24682,Pave,IR3,Lvl,AllPub,CulDSac,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,3,3,PConc,4,3,No,Unf,0,Unf,0,841,841,GasA,5,Y,SBrkr,892,783,0,1675,0,0,2,1,3,1,3,7,Typ,1,3,BuiltIn,Fin,2,502,3,3,Y,0,103,0,0,0,0,0,6,2009,WD,Normal,181000
20,RL,10004,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,3,3,CBlock,3,3,No,Rec,196,BLQ,345,975,1516,GasA,3,Y,SBrkr,1516,0,0,1516,0,0,1,1,3,1,3,6,Typ,0,0,Attchd,RFn,2,472,3,3,Y,0,0,0,0,152,0,0,2,2009,WD,Normal,167000
120,RM,4426,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,4,3,Av,GLQ,697,Unf,0,151,848,GasA,5,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,4,3,Typ,1,3,Attchd,RFn,2,420,3,3,Y,149,0,0,0,0,0,0,5,2008,WD,Normal,149300
60,RL,18450,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1965,1979,Flat,Tar&Grv,Plywood,Plywood,BrkCmn,3,4,CBlock,4,3,No,LwQ,187,Rec,723,111,1021,GasA,3,Y,SBrkr,1465,915,0,2380,0,0,2,1,3,1,3,7,Sev,1,1,CarPort,Unf,2,596,3,3,Y,0,265,0,0,0,0,0,8,2007,WD,Abnorml,129000
20,RL,8724,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,VinylSd,VinylSd,None,3,3,CBlock,4,3,No,BLQ,492,Unf,0,402,894,GasA,4,Y,SBrkr,894,0,0,894,0,0,1,0,3,1,3,5,Typ,1,1,Attchd,Fin,2,450,3,3,Y,0,0,0,0,0,0,0,5,2007,WD,Normal,129000
20,RL,10708,Pave,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,5,5,1955,1993,Hip,CompShg,Wd Sdng,Wd Sdng,None,4,3,CBlock,3,3,No,LwQ,379,BLQ,768,470,1617,GasA,5,Y,FuseA,1867,0,0,1867,1,0,1,0,2,1,3,7,Typ,3,4,Attchd,Fin,1,303,3,3,Y,476,0,0,0,142,0,0,11,2009,COD,Normal,190000
60,RL,7795,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,No,GLQ,425,Unf,0,291,716,GasA,5,Y,SBrkr,716,716,0,1432,1,0,2,1,3,1,4,6,Typ,1,4,Attchd,Fin,2,432,3,3,Y,100,51,0,0,0,0,0,7,2009,WD,Normal,188500
190,RM,9142,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,6,8,1910,1950,Gable,CompShg,AsbShng,AsbShng,None,3,2,Stone,2,3,No,Unf,0,Unf,0,1020,1020,GasA,4,N,FuseP,908,1020,0,1928,0,0,2,0,4,2,2,9,Typ,0,0,Detchd,Unf,1,440,1,1,Y,0,60,112,0,0,0,0,4,2006,WD,Normal,137000
50,C (all),11040,Pave,Reg,Low,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,3,3,CBlock,3,3,No,Rec,637,Unf,0,0,637,GasA,4,Y,SBrkr,897,439,0,1336,0,0,1,1,3,1,3,7,Typ,0,0,CarPort,Unf,1,570,3,3,Y,0,47,120,0,0,0,0,9,2006,COD,Normal,108000
20,RL,9560,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Hip,CompShg,MetalSd,MetalSd,None,3,4,CBlock,3,3,Mn,Rec,360,Unf,0,504,864,GasA,5,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,3,5,Typ,0,0,Attchd,RFn,1,288,3,3,Y,0,0,0,0,0,0,0,6,2006,WD,Normal,128500
190,RM,5600,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,2Story,4,5,1930,1950,Hip,CompShg,VinylSd,Wd Shng,None,2,2,Slab,0,0,NA,NA,0,NA,0,0,0,GasA,2,N,SBrkr,372,720,0,1092,0,0,2,0,3,2,2,7,Mod,0,0,NA,NA,0,0,0,0,N,0,0,0,0,0,0,3500,7,2010,WD,Normal,55000
30,RL,8777,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,7,1910,1950,Gable,CompShg,MetalSd,Wd Sdng,None,3,3,CBlock,2,3,No,Unf,0,Unf,0,796,796,GasA,4,Y,FuseA,796,0,0,796,0,0,1,0,2,1,3,4,Typ,0,0,NA,NA,0,0,0,0,P,328,0,164,0,0,0,0,5,2008,WD,Normal,85000
160,FV,3604,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,No,Unf,0,Unf,0,689,689,GasA,5,Y,SBrkr,703,689,0,1392,0,0,2,0,2,1,4,5,Typ,0,0,Detchd,Unf,2,540,3,3,Y,0,102,0,0,0,0,0,2,2008,WD,Abnorml,146000
20,RL,7917,Pave,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1976,1976,Hip,CompShg,HdBoard,HdBoard,BrkFace,3,4,CBlock,3,4,No,BLQ,751,Unf,0,392,1143,GasA,3,Y,SBrkr,1113,0,0,1113,1,0,1,1,3,1,3,6,Typ,1,2,Attchd,RFn,1,504,3,4,Y,370,30,0,0,0,0,0,5,2007,WD,Normal,148000
20,RL,7875,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,1961,Gable,CompShg,VinylSd,VinylSd,BrkFace,3,3,CBlock,3,3,No,Rec,572,Unf,0,572,1144,GasA,4,Y,SBrkr,1144,0,0,1144,1,0,1,0,3,1,3,6,Typ,0,0,Attchd,Unf,2,456,3,3,Y,0,0,0,0,0,0,0,9,2008,WD,Normal,139950
120,RL,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,4,3,PConc,4,3,No,GLQ,863,Unf,0,461,1324,GasA,5,Y,SBrkr,1324,0,0,1324,1,0,2,0,2,1,4,6,Typ,1,4,Attchd,Fin,2,550,3,3,Y,192,38,0,0,0,0,0,12,2009,WD,Normal,254000
60,RL,11000,Pave,Reg,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,4,3,No,Unf,0,Unf,0,969,969,GasA,5,Y,SBrkr,997,1288,0,2285,0,0,2,1,4,1,4,8,Typ,1,3,BuiltIn,Fin,3,648,3,3,Y,0,56,0,0,0,0,0,6,2007,WD,Normal,248000
60,FV,9803,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,No,GLQ,400,Unf,0,466,866,GasA,4,Y,SBrkr,866,902,0,1768,0,0,2,1,3,1,4,7,Typ,0,0,Attchd,RFn,2,603,3,3,Y,0,108,0,0,0,0,0,2,2008,WD,Normal,226700
60,RL,9900,Pave,Reg,Low,AllPub,Inside,Mod,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,4,3,PConc,4,3,Gd,GLQ,987,Unf,0,360,1347,GasA,5,Y,SBrkr,1372,1274,0,2646,1,0,2,1,4,1,4,9,Typ,1,3,Attchd,RFn,3,656,3,3,Y,340,60,144,0,0,0,0,4,2009,WD,Normal,260000
50,RL,11275,Pave,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,6,7,1932,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,3,3,CBlock,3,3,Mn,Rec,297,LwQ,557,0,854,GasA,3,Y,SBrkr,1096,895,0,1991,0,0,1,1,3,1,3,7,Typ,1,4,Detchd,Unf,2,432,3,2,Y,0,0,19,0,0,0,0,3,2007,WD,Normal,220000
20,RL,21750,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,4,1960,2006,Hip,CompShg,HdBoard,HdBoard,BrkFace,3,2,Slab,0,0,NA,NA,0,NA,0,0,0,GasA,3,Y,SBrkr,1771,0,0,1771,0,0,1,0,3,1,3,9,Min1,1,3,Attchd,Unf,2,336,3,3,Y,0,0,0,0,0,0,0,11,2009,WD,Normal,115000
30,RL,5604,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1925,1950,Gable,CompShg,Stucco,Stucco,None,3,3,CBlock,3,3,No,Rec,468,Unf,0,396,864,GasA,3,N,FuseA,864,0,0,864,1,0,1,0,2,1,3,5,Typ,0,0,NA,NA,0,0,0,0,Y,0,0,96,0,0,0,0,4,2008,WD,Normal,98000
30,C (all),7879,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,3,3,CBlock,3,3,No,Rec,495,Unf,0,225,720,GasA,3,N,FuseA,720,0,0,720,0,0,1,0,2,1,3,4,Typ,0,0,NA,NA,0,0,0,0,N,0,523,115,0,0,0,0,11,2009,WD,Abnorml,34900
20,RL,11851,Pave,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,None,3,3,PConc,4,3,No,Unf,0,Unf,0,1424,1424,GasA,5,Y,SBrkr,1442,0,0,1442,0,0,2,0,3,1,3,5,Typ,0,0,Attchd,RFn,2,500,3,3,Y,0,34,0,508,0,0,0,5,2009,WD,Normal,180500
50,RL,8741,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1945,1950,Gable,CompShg,VinylSd,VinylSd,None,3,3,CBlock,3,2,No,LwQ,94,Unf,0,641,735,GasA,3,Y,FuseA,798,689,0,1487,0,0,1,1,3,1,3,7,Typ,1,4,Detchd,Unf,1,220,3,3,Y,0,140,0,0,0,0,0,4,2010,WD,Normal,113000
20,RL,14331,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,5,3,Gd,GLQ,1274,Unf,0,526,1800,GasA,5,Y,SBrkr,1800,0,0,1800,1,0,2,0,3,1,4,7,Typ,1,4,Attchd,Fin,3,765,3,3,Y,270,78,0,0,0,0,0,5,2006,WD,Normal,312500
20,RM,12702,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,BrkFace,BrkFace,None,3,3,PConc,0,0,NA,NA,0,NA,0,0,0,GasA,4,Y,FuseA,882,0,0,882,0,0,1,0,2,1,3,4,Typ,0,0,Detchd,Unf,1,308,3,3,Y,0,45,0,0,0,0,0,12,2008,WD,Normal,97000
60,RL,8924,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,3,3,PConc,4,3,Av,Unf,0,Unf,0,880,880,GasA,5,Y,SBrkr,880,844,0,1724,0,0,2,1,3,1,4,8,Typ,0,0,Attchd,Fin,2,527,3,3,Y,120,155,0,0,0,0,0,7,2008,WD,Normal,188000
120,RL,3684,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,4,3,No,Unf,0,Unf,0,1373,1373,GasA,5,Y,SBrkr,1555,0,0,1555,0,0,2,0,2,1,4,7,Typ,1,3,Attchd,Fin,3,660,3,3,Y,143,20,0,0,0,0,0,6,2009,WD,Normal,174000
60,RL,10304,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,2Story,5,7,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,3,4,CBlock,3,3,No,ALQ,381,Unf,0,399,780,GasA,5,Y,SBrkr,1088,780,0,1868,1,0,2,1,4,1,4,9,Typ,1,3,Attchd,Unf,2,484,3,3,Y,448,96,0,0,0,0,0,10,2009,WD,Normal,197500
20,RL,8450,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,4,3,Mn,GLQ,946,Unf,0,490,1436,GasA,5,Y,SBrkr,1436,0,0,1436,1,0,2,0,3,1,4,8,Typ,0,0,Attchd,Unf,2,484,3,3,Y,139,98,0,0,0,0,0,4,2008,WD,Normal,210000
20,RL,5400,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,None,3,4,CBlock,3,3,No,Rec,415,Unf,0,418,833,GasA,5,Y,SBrkr,833,0,0,833,0,0,1,0,2,1,4,4,Typ,0,0,Detchd,Unf,1,326,3,3,Y,0,0,0,0,0,0,0,8,2006,WD,Normal,117000
70,RM,5250,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,5,1872,1987,Gable,CompShg,MetalSd,MetalSd,None,3,4,BrkTil,3,2,No,LwQ,259,Unf,0,425,684,OthW,2,N,SBrkr,938,1215,205,2358,0,0,2,0,4,1,3,8,Typ,0,0,NA,NA,0,0,0,0,Y,0,54,20,0,0,0,0,12,2008,WD,Normal,122000
50,RM,8635,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,3,3,CBlock,3,3,No,BLQ,336,GLQ,41,295,672,GasA,3,Y,SBrkr,1072,213,0,1285,1,0,1,0,2,1,3,6,Min1,0,0,Detchd,Unf,1,240,3,3,Y,0,0,0,0,0,0,0,1,2008,WD,Normal,127000
70,RM,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,2002,Gable,CompShg,Wd Sdng,Wd Shng,None,3,4,BrkTil,2,2,No,Unf,0,Unf,0,264,264,GasA,5,Y,SBrkr,768,664,0,1432,0,0,2,0,2,1,3,7,Typ,0,0,Detchd,Unf,2,360,3,4,Y,270,0,112,0,0,0,0,5,2007,WD,Abnorml,132000
30,RM,7200,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1940,1992,Gable,CompShg,MetalSd,MetalSd,Stone,3,4,CBlock,3,3,No,BLQ,510,Unf,0,278,788,GasA,3,Y,SBrkr,804,0,0,804,1,0,1,0,2,1,4,4,Typ,2,4,Attchd,Unf,1,240,3,3,Y,0,0,154,0,0,0,0,2,2010,WD,Abnorml,119000
20,RL,12772,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1960,1998,Hip,CompShg,MetalSd,MetalSd,None,3,4,CBlock,3,3,Mn,BLQ,498,Unf,0,460,958,GasA,3,Y,SBrkr,958,0,0,958,0,0,1,0,2,1,3,5,Typ,0,0,Attchd,RFn,1,301,3,3,Y,0,0,0,0,0,0,15500,4,2007,WD,Normal,151500
20,RL,9060,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1Story,5,6,1957,2006,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,3,3,PConc,0,0,NA,NA,0,NA,0,0,0,GasA,5,Y,SBrkr,1340,0,0,1340,0,0,1,0,3,1,3,7,Typ,1,4,Attchd,RFn,1,252,3,3,Y,116,0,0,180,0,0,0,6,2007,WD,Normal,120000
60,RL,13474,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,2Story,7,5,1990,1991,Gable,CompShg,HdBoard,Plywood,BrkFace,4,3,CBlock,4,3,No,ALQ,700,Unf,0,0,700,GasA,4,Y,SBrkr,1122,1121,0,2243,1,0,2,1,4,1,4,8,Typ,1,3,Attchd,RFn,3,746,3,3,Y,127,44,224,0,0,0,0,6,2007,WD,Normal,225000
50,RL,13650,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,None,4,4,CBlock,3,3,No,ALQ,57,BLQ,441,554,1052,GasA,5,Y,SBrkr,1252,668,0,1920,1,0,2,0,4,1,4,8,Typ,1,4,Attchd,Unf,2,451,3,3,Y,0,0,0,0,0,0,0,7,2006,WD,Normal,172500
20,RL,10400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1970,1970,Hip,CompShg,Plywood,Plywood,BrkFace,3,3,PConc,3,3,No,Unf,0,Unf,0,1304,1304,GasA,4,Y,SBrkr,1682,0,0,1682,0,0,2,0,3,1,3,7,Typ,1,4,Attchd,Unf,2,530,3,3,Y,98,0,0,0,0,0,0,5,2008,WD,Normal,174000
50,RL,8410,Pave,Reg,Lvl,AllPub,FR2,Gtl,Edwards,Feedr,Norm,1Fam,1.5Fin,5,3,1910,1996,Gambrel,CompShg,Wd Sdng,VinylSd,None,3,2,PConc,3,3,No,Unf,0,Unf,0,658,658,GasA,3,Y,SBrkr,658,526,0,1184,0,0,1,0,5,1,3,8,Typ,0,0,NA,NA,0,0,0,0,N,0,151,0,0,0,0,0,5,2006,WD,AdjLand,81000
50,RM,8600,Pave,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,CompShg,MetalSd,MetalSd,None,3,3,BrkTil,3,3,No,Unf,0,Unf,0,780,780,GasA,3,Y,SBrkr,780,596,0,1376,0,0,2,0,3,1,3,7,Typ,1,4,Detchd,Unf,1,198,3,3,N,0,0,0,0,0,0,0,6,2006,WD,Normal,119500
60,FV,8791,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,No,Rec,503,Unf,0,361,864,GasA,5,Y,SBrkr,864,864,0,1728,0,0,2,1,3,1,4,7,Typ,0,0,Attchd,RFn,2,673,3,3,Y,216,56,0,0,0,0,0,5,2008,WD,Normal,207500
20,RL,8775,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,3,3,PConc,4,3,No,GLQ,495,Unf,0,495,990,GasA,4,Y,SBrkr,990,0,0,990,0,0,1,0,3,1,3,5,Typ,0,0,Attchd,Unf,1,299,3,3,Y,0,64,0,0,0,0,0,4,2007,WD,Normal,126000
60,RL,17542,Pave,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,2Story,7,7,1974,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,4,3,CBlock,3,3,Gd,LwQ,125,ALQ,1031,36,1192,GasA,3,Y,SBrkr,1516,651,0,2167,1,0,2,1,3,1,4,9,Typ,2,4,Attchd,RFn,2,518,3,3,Y,220,47,0,0,0,0,0,7,2007,WD,Normal,294000
